CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,NumSupportTickets,NumServicesSubscribed,PreviousComplaints,Churn
CUST101551,39.0,Female,19,87.35,1650.59,One year,Mailed check,3,7,0,0
CUST101552,30.0,Female,5,18.93,93.31,One year,Electronic check,2,1,1,0
CUST101553,30.0,Male,9,62.1,522.39,Month-to-month,Mailed check,1,6,1,0
CUST101554,39.0,Male,8,43.7,358.9,Month-to-month,Credit card,1,3,0,0
CUST101555,47.0,Female,18,89.05,1693.66,Two year,Electronic check,0,8,1,0
CUST101556,55.0,Female,1,67.44,63.16,One year,Credit card,1,6,0,0
CUST101557,31.0,Male,4,92.29,321.68,Month-to-month,Credit card,1,8,0,1
CUST101558,63.0,Female,40,68.71,2539.75,Two year,Credit card,2,7,0,0
CUST101559,38.0,Male,3,64.88,172.13,Month-to-month,Credit card,2,7,0,0
CUST101560,42.0,Female,6,36.47,211.56,One year,Bank transfer,2,2,0,0
CUST101561,32.0,Female,14,57.38,714.14,One year,Credit card,1,5,1,1
CUST101562,18.0,Female,17,70.34,1154.78,Month-to-month,Electronic check,1,6,1,0
CUST101563,54.0,Female,35,25.78,816.81,Two year,Mailed check,0,1,3,0
CUST101564,52.0,Female,14,23.28,337.22,One year,Credit card,3,1,0,0
CUST101565,38.0,Male,37,33.4,1058.95,Two year,Bank transfer,4,2,1,1
CUST101566,43.0,Female,23,42.23,960.3,One year,Credit card,0,3,1,0
CUST101567,49.0,Male,3,63.56,170.16,Two year,Credit card,1,6,2,0
CUST101568,20.0,Male,4,48.37,164.51,Two year,Credit card,2,4,0,0
CUST101569,35.0,Male,14,38.77,579.31,Month-to-month,Bank transfer,1,3,1,1
CUST101570,53.0,Male,12,32.85,401.25,Two year,Bank transfer,0,1,2,0
CUST101571,24.0,Female,33,75.55,2180.85,One year,Mailed check,1,7,1,0
CUST101572,46.0,Male,21,84.05,1793.32,Two year,Credit card,3,6,1,0
CUST101573,23.0,Female,12,75.29,906.11,One year,Credit card,0,7,0,0
CUST101574,49.0,Female,4,21.59,83.63,One year,Credit card,1,1,1,0
CUST101575,42.0,Male,6,79.37,454.7,Month-to-month,Bank transfer,0,5,1,0
CUST101576,19.0,Female,21,45.31,1019.8,Month-to-month,Electronic check,1,3,1,0
CUST101577,58.0,Male,13,57.92,686.16,Month-to-month,Electronic check,0,4,0,0
CUST101578,32.0,Male,17,62.74,1012.8,One year,Credit card,1,5,1,0
CUST101579,31.0,Female,4,54.98,205.03,One year,Bank transfer,0,4,0,0
CUST101580,45.0,Male,26,62.29,1688.86,Two year,Electronic check,1,5,0,0
CUST101581,58.0,Male,46,33.18,1647.03,Two year,Electronic check,1,3,1,0
CUST101582,28.0,Female,7,28.94,215.23,Month-to-month,Credit card,2,1,0,0
CUST101583,43.0,Female,16,39.4,661.56,One year,Credit card,1,4,1,0
CUST101584,48.0,Male,72,80.61,6365.14,Month-to-month,Credit card,2,8,0,0
CUST101585,52.0,Female,10,36.2,370.79,One year,Bank transfer,2,3,0,0
CUST101586,44.0,Female,22,52.86,1206.84,Two year,,2,4,0,0
CUST101587,37.0,Female,2,84.67,185.55,Month-to-month,Electronic check,3,8,0,0
CUST101588,30.0,Male,22,45.85,859.16,Month-to-month,Electronic check,1,3,0,0
CUST101589,43.0,Female,2,60.3,121.63,Month-to-month,Credit card,1,5,0,1
CUST101590,27.0,Female,72,37.15,2767.73,Two year,Electronic check,1,3,0,0
CUST101591,18.0,Female,30,55.91,1810.57,Two year,Bank transfer,1,5,0,0
CUST101592,48.0,Female,37,33.36,1321.91,Two year,Mailed check,1,1,1,0
CUST101593,55.0,Male,29,66.54,2046.39,One year,Mailed check,2,5,0,0
CUST101594,18.0,Male,21,24.83,566.51,Two year,Credit card,1,2,3,1
CUST101595,28.0,Male,14,15.0,206.71,Two year,Electronic check,0,1,1,0
CUST101596,51.0,Male,47,68.18,2729.33,One year,Credit card,0,7,1,0
CUST101597,71.0,Female,72,82.36,5056.82,One year,Electronic check,0,7,0,0
CUST101598,42.0,Male,17,83.72,1403.54,Month-to-month,Electronic check,1,7,0,1
CUST101599,32.0,Female,64,58.6,3595.95,One year,Mailed check,0,6,1,1
CUST101600,39.0,Female,21,84.46,1707.7,Two year,Electronic check,1,8,0,0
CUST101601,61.0,Male,19,80.68,1456.43,One year,Credit card,2,6,0,1
CUST101602,33.0,Male,15,45.32,733.8,Two year,Mailed check,2,3,2,0
CUST101603,31.0,Female,6,53.37,300.94,Month-to-month,Electronic check,1,3,1,1
CUST101604,35.0,Female,0,89.99,89.99,Month-to-month,Electronic check,1,8,0,1
CUST101605,29.0,Male,7,26.72,201.2,Month-to-month,Bank transfer,0,2,0,0
CUST101606,44.0,Male,17,40.48,670.87,One year,Credit card,1,3,0,0
CUST101607,65.0,Female,11,26.28,278.02,Month-to-month,Mailed check,0,1,1,0
CUST101608,47.0,Female,14,26.83,390.74,Month-to-month,Bank transfer,2,1,0,1
CUST101609,38.0,Male,72,81.33,6013.82,One year,Credit card,2,7,0,0
CUST101610,,Female,10,61.27,571.12,Month-to-month,Bank transfer,3,5,0,1
CUST101611,20.0,Male,14,26.51,324.98,Month-to-month,Electronic check,1,4,1,1
CUST101612,54.0,Male,3,31.5,86.58,Month-to-month,Bank transfer,2,3,0,1
CUST101613,41.0,Male,1,16.5,14.57,Month-to-month,Bank transfer,2,2,1,0
CUST101614,39.0,Male,36,75.4,2507.25,Two year,Bank transfer,0,7,0,0
CUST101615,80.0,Male,20,83.92,1536.5,One year,Bank transfer,0,8,1,1
CUST101616,46.0,Male,34,68.27,2343.06,Two year,Credit card,3,6,1,0
CUST101617,31.0,Male,4,74.33,323.67,Month-to-month,Electronic check,0,8,0,1
CUST101618,36.0,Male,20,31.39,641.26,Two year,Credit card,2,1,0,0
CUST101619,58.0,Male,7,31.73,240.25,Month-to-month,Mailed check,2,1,1,1
CUST101620,44.0,Female,6,15.96,100.17,Two year,Bank transfer,2,1,1,0
CUST101621,22.0,Male,0,38.27,38.27,Month-to-month,Electronic check,1,4,1,1
CUST101622,55.0,Male,3,50.0,143.03,One year,Mailed check,2,4,1,0
CUST101623,33.0,Female,9,56.33,472.09,Month-to-month,Bank transfer,2,3,0,1
CUST101624,68.0,Female,3,79.6,253.5,Month-to-month,Bank transfer,0,6,0,1
CUST101625,57.0,Male,72,38.51,2984.41,Two year,Electronic check,1,2,1,0
CUST101626,36.0,Female,9,44.16,382.72,Month-to-month,Mailed check,1,4,1,0
CUST101627,60.0,Female,3,89.09,227.79,Month-to-month,Electronic check,0,8,0,0
CUST101628,43.0,Female,5,54.38,284.99,Month-to-month,Credit card,0,5,0,0
CUST101629,54.0,Male,21,43.86,848.54,Two year,Credit card,2,4,1,0
CUST101630,49.0,Female,2,15.0,25.57,Two year,Electronic check,0,1,0,0
CUST101631,30.0,Male,48,82.82,4179.09,One year,Credit card,1,8,1,1
CUST101632,33.0,Female,72,28.96,2042.07,Two year,Credit card,1,2,1,0
CUST101633,56.0,Female,7,42.77,305.77,Month-to-month,Mailed check,1,3,0,1
CUST101634,37.0,Male,14,31.61,477.36,One year,Bank transfer,2,4,0,0
CUST101635,36.0,Female,1,27.36,26.96,Two year,Mailed check,1,1,0,0
CUST101636,29.0,Male,25,54.55,1330.75,Two year,Bank transfer,1,7,0,0
CUST101637,48.0,Female,13,66.7,800.04,Two year,Electronic check,2,5,3,0
CUST101638,71.0,Male,8,62.18,460.78,Month-to-month,Electronic check,1,5,0,1
CUST101639,27.0,Male,6,71.77,451.78,Month-to-month,Mailed check,2,7,0,0
CUST101640,42.0,Male,25,46.5,1118.62,Month-to-month,Electronic check,1,3,1,1
CUST101641,62.0,Female,13,34.18,395.85,One year,Credit card,1,3,1,1
CUST101642,41.0,Male,5,50.58,220.94,Month-to-month,Electronic check,3,4,0,1
CUST101643,48.0,Male,28,48.36,1311.06,Two year,Mailed check,1,3,0,0
CUST101644,27.0,Male,20,57.25,1106.34,Two year,Credit card,2,8,1,0
CUST101645,48.0,Female,47,62.42,2972.95,One year,Mailed check,2,6,1,0
CUST101646,39.0,Female,3,65.82,191.1,Month-to-month,Mailed check,0,6,0,1
CUST101647,56.0,Male,37,24.43,800.75,Two year,Credit card,2,1,0,0
CUST101648,59.0,Male,27,37.66,993.38,Month-to-month,Credit card,0,1,1,0
CUST101649,78.0,Male,3,73.01,235.83,Month-to-month,Electronic check,1,8,0,1
CUST101650,50.0,Male,28,21.03,523.99,Month-to-month,Mailed check,1,1,0,0
CUST101651,47.0,Male,14,50.67,725.3,One year,Credit card,0,6,1,0
CUST101652,45.0,Female,70,62.08,4338.93,Two year,Mailed check,1,4,0,0
CUST101653,37.0,Male,4,48.03,,Month-to-month,,1,4,0,0
CUST101654,47.0,Male,25,38.49,854.14,One year,Electronic check,2,3,0,1
CUST101655,38.0,Male,12,49.58,645.77,One year,Electronic check,1,4,0,1
CUST101656,44.0,Female,72,31.09,2250.21,Two year,Bank transfer,2,1,0,0
CUST101657,60.0,Female,10,36.78,390.52,One year,Credit card,1,2,0,0
CUST101658,28.0,Female,72,47.18,3096.84,Month-to-month,Credit card,1,1,0,0
CUST101659,58.0,Male,56,69.63,4035.18,Month-to-month,Credit card,2,6,0,0
CUST101660,60.0,Male,8,70.28,587.69,Month-to-month,Electronic check,2,7,1,1
CUST101661,40.0,Male,39,29.51,1092.61,One year,Electronic check,1,2,1,0
CUST101662,18.0,Male,72,38.86,2646.8,Two year,Credit card,0,3,2,0
CUST101663,33.0,Female,7,45.99,326.58,Month-to-month,Electronic check,2,5,1,1
CUST101664,60.0,Female,14,74.32,908.71,Month-to-month,Electronic check,2,7,0,1
CUST101665,42.0,Female,18,56.27,1047.2,Two year,Credit card,1,4,0,0
CUST101666,28.0,Female,8,45.09,310.48,Month-to-month,Bank transfer,2,4,0,0
CUST101667,35.0,Male,0,59.54,59.54,One year,Electronic check,1,6,0,1
CUST101668,54.0,Female,6,38.13,232.45,Month-to-month,Credit card,0,1,0,0
CUST101669,50.0,Male,8,15.0,104.95,Month-to-month,Credit card,2,1,0,1
CUST101670,39.0,Male,14,17.46,267.16,Two year,Electronic check,1,2,1,0
CUST101671,37.0,Female,5,40.78,217.58,Month-to-month,Credit card,3,4,0,1
CUST101672,37.0,Male,50,61.68,3104.28,Two year,Mailed check,2,7,0,0
CUST101673,29.0,Male,29,69.09,2113.34,Month-to-month,Mailed check,2,6,0,0
CUST101674,65.0,Male,2,71.11,152.44,Month-to-month,Credit card,2,7,0,1
CUST101675,37.0,Female,25,40.24,920.36,Two year,Credit card,1,3,0,0
CUST101676,59.0,Female,25,35.22,935.4,One year,Electronic check,3,1,0,0
CUST101677,63.0,Male,72,76.47,4948.09,Two year,Electronic check,0,8,0,0
CUST101678,56.0,Female,0,80.2,80.2,Month-to-month,Electronic check,3,7,1,1
CUST101679,36.0,Male,7,62.09,430.09,Month-to-month,Bank transfer,1,4,0,0
CUST101680,48.0,Male,63,54.35,3521.54,One year,Electronic check,3,5,0,1
CUST101681,42.0,Female,65,71.9,4007.69,One year,Mailed check,0,6,2,0
CUST101682,29.0,Female,31,32.07,917.25,Month-to-month,,2,2,0,0
CUST101683,47.0,Female,35,33.39,1171.14,One year,Mailed check,1,1,0,0
CUST101684,25.0,Male,2,15.0,28.18,Month-to-month,Electronic check,0,1,0,0
CUST101685,59.0,Female,17,28.84,511.73,One year,Credit card,3,3,1,0
CUST101686,35.0,Female,6,22.87,138.99,One year,Electronic check,1,1,0,0
CUST101687,45.0,Female,5,58.89,267.54,Month-to-month,Electronic check,1,6,0,1
CUST101688,46.0,Male,40,45.87,1626.52,Two year,Credit card,2,4,1,0
CUST101689,38.0,Female,3,48.24,145.77,Month-to-month,Bank transfer,1,4,1,1
CUST101690,50.0,Female,15,55.76,805.13,One year,Electronic check,1,4,1,0
CUST101691,35.0,Male,67,78.74,4707.08,Two year,Electronic check,1,8,0,0
CUST101692,54.0,Male,5,51.41,239.47,Month-to-month,Bank transfer,0,5,1,0
CUST101693,23.0,Male,72,55.19,3678.68,One year,Mailed check,4,5,0,0
CUST101694,44.0,Female,72,75.85,4789.65,Month-to-month,Bank transfer,0,8,1,0
CUST101695,69.0,Female,19,18.53,347.4,One year,Mailed check,2,1,0,0
CUST101696,28.0,Female,4,61.1,254.4,Month-to-month,Electronic check,0,7,1,1
CUST101697,33.0,Female,9,58.56,523.81,Two year,Mailed check,1,5,1,0
CUST101698,49.0,Female,13,69.45,953.93,One year,Bank transfer,1,7,0,0
CUST101699,45.0,Male,9,81.73,648.69,One year,Credit card,1,7,1,0
CUST101700,47.0,Male,8,46.42,356.1,One year,Electronic check,3,5,0,0
CUST101701,49.0,Male,72,77.66,5604.68,One year,,3,8,2,1
CUST101702,51.0,Male,4,56.5,230.29,Month-to-month,Electronic check,2,3,0,1
CUST101703,58.0,Male,32,50.48,1654.04,Two year,Mailed check,1,5,1,0
CUST101704,48.0,Female,0,32.11,32.11,One year,Credit card,1,2,0,0
CUST101705,39.0,Male,22,72.27,1610.38,Month-to-month,Mailed check,1,8,0,0
CUST101706,51.0,Male,59,23.21,1196.24,One year,Credit card,2,2,1,0
CUST101707,69.0,Male,8,86.38,707.51,Month-to-month,Bank transfer,0,7,1,0
CUST101708,40.0,Male,5,35.37,182.37,Month-to-month,Credit card,2,2,0,0
CUST101709,28.0,Female,25,27.07,743.32,One year,Bank transfer,0,1,0,0
CUST101710,57.0,Female,30,36.43,1118.41,Two year,Electronic check,2,4,0,0
CUST101711,40.0,Female,28,44.87,,One year,Electronic check,1,3,0,0
CUST101712,18.0,Male,9,35.26,310.58,One year,Mailed check,2,1,0,0
CUST101713,54.0,Female,7,59.2,442.16,Month-to-month,Electronic check,1,4,1,1
CUST101714,35.0,Female,72,47.35,3747.42,One year,Mailed check,1,3,1,0
CUST101715,41.0,Female,62,64.96,4207.8,Month-to-month,Mailed check,2,7,0,1
CUST101716,47.0,Male,15,44.5,669.59,Two year,Credit card,1,3,0,0
CUST101717,45.0,Female,45,47.34,1852.8,Two year,Mailed check,0,3,3,0
CUST101718,52.0,Female,14,19.64,283.67,Two year,Credit card,1,2,1,0
CUST101719,36.0,Female,13,25.03,334.22,Month-to-month,Credit card,2,2,0,1
CUST101720,49.0,Female,4,41.11,171.66,Month-to-month,Credit card,3,2,0,0
CUST101721,38.0,Male,13,49.01,561.4,Month-to-month,Electronic check,2,3,0,0
CUST101722,52.0,Female,19,53.61,1032.27,One year,Mailed check,0,6,1,0
CUST101723,51.0,Male,1,88.36,81.64,One year,Electronic check,1,8,1,1
CUST101724,29.0,Female,14,42.76,622.63,Month-to-month,Mailed check,3,3,1,0
CUST101725,,Male,36,88.25,2891.37,Two year,Mailed check,1,8,1,0
CUST101726,34.0,Male,27,76.92,2120.44,One year,Credit card,4,8,0,0
CUST101727,53.0,Male,24,39.16,868.18,Two year,Mailed check,4,2,1,0
CUST101728,47.0,Female,58,48.75,2409.73,Two year,Mailed check,2,3,0,0
CUST101729,68.0,Male,0,31.19,31.19,Month-to-month,Credit card,1,2,1,1
CUST101730,39.0,Female,20,34.14,599.72,Two year,Electronic check,2,2,0,0
CUST101731,37.0,Female,37,28.81,1081.77,Month-to-month,Mailed check,0,2,0,0
CUST101732,42.0,Male,19,87.21,1791.87,One year,Credit card,1,7,0,0
CUST101733,38.0,Male,9,73.04,718.04,One year,Electronic check,1,7,1,1
CUST101734,53.0,Male,4,58.62,213.14,Two year,Bank transfer,0,6,1,0
CUST101735,19.0,Female,52,44.27,2422.47,One year,Electronic check,0,4,2,0
CUST101736,27.0,Female,15,83.01,1168.43,One year,Credit card,1,8,0,0
CUST101737,27.0,Male,51,48.03,2633.52,Two year,Electronic check,3,3,0,0
CUST101738,55.0,Male,21,15.31,336.58,Two year,Electronic check,3,1,0,0
CUST101739,66.0,Female,27,48.78,,Month-to-month,Bank transfer,1,2,0,0
CUST101740,41.0,Female,39,68.47,2541.58,Two year,Electronic check,2,6,2,0
CUST101741,40.0,Female,26,29.73,722.22,One year,Electronic check,0,1,0,0
CUST101742,43.0,Female,12,73.22,919.32,One year,Mailed check,0,7,0,0
CUST101743,58.0,Male,17,50.15,812.11,One year,Mailed check,1,4,2,0
CUST101744,29.0,Male,39,40.81,1625.25,One year,Mailed check,2,3,1,0
CUST101745,45.0,Male,11,90.14,992.14,Two year,Bank transfer,0,8,0,0
CUST101746,56.0,Male,12,81.94,1075.62,One year,Bank transfer,2,8,0,1
CUST101747,49.0,Male,2,80.14,173.82,Two year,Bank transfer,2,7,1,0
CUST101748,45.0,Male,59,62.53,3530.35,Month-to-month,Electronic check,0,6,0,1
CUST101749,56.0,Male,2,35.57,73.34,One year,Electronic check,2,2,0,0
CUST101750,18.0,Female,25,27.57,728.79,Two year,Bank transfer,1,2,0,0
CUST101751,51.0,Female,13,91.73,1281.59,Two year,Credit card,0,8,1,1
CUST101752,33.0,Female,12,27.33,284.35,Two year,Electronic check,2,2,1,0
CUST101753,18.0,Female,27,79.4,1984.13,One year,Mailed check,1,8,0,0
CUST101754,49.0,Male,2,63.48,118.08,One year,Mailed check,0,6,0,0
CUST101755,61.0,Female,22,71.17,1500.94,Two year,Mailed check,0,7,0,0
CUST101756,40.0,Male,35,31.78,992.52,Month-to-month,Bank transfer,0,1,0,0
CUST101757,55.0,Female,42,47.47,1942.01,Two year,Electronic check,0,4,0,0
CUST101758,65.0,Male,4,53.15,215.96,Month-to-month,Bank transfer,2,3,2,1
CUST101759,60.0,Female,55,75.45,4043.27,One year,Electronic check,2,8,0,0
CUST101760,65.0,Male,26,51.36,1357.32,Two year,Mailed check,1,4,0,0
CUST101761,52.0,Male,51,67.79,2996.12,One year,Credit card,1,7,0,0
CUST101762,43.0,Female,16,37.37,639.17,Two year,Mailed check,3,2,3,1
CUST101763,20.0,Male,19,49.87,1027.85,One year,Electronic check,0,4,0,0
CUST101764,39.0,Female,60,24.76,1492.25,Month-to-month,Credit card,0,1,0,0
CUST101765,30.0,Female,55,67.51,3974.25,One year,Credit card,1,5,0,0
CUST101766,72.0,Female,14,68.77,850.0,Month-to-month,Credit card,0,7,0,0
CUST101767,40.0,Female,8,62.69,526.28,One year,Mailed check,1,5,0,0
CUST101768,44.0,Female,12,35.85,378.48,One year,Electronic check,3,3,0,0
CUST101769,50.0,Male,12,42.9,490.09,One year,Credit card,0,3,0,0
CUST101770,43.0,Female,8,40.44,301.18,Month-to-month,Mailed check,2,4,0,1
CUST101771,66.0,Female,8,36.7,292.54,Month-to-month,Credit card,2,3,1,1
CUST101772,33.0,Female,47,73.34,3189.76,Two year,Electronic check,2,7,0,0
CUST101773,45.0,Male,2,80.52,162.54,Month-to-month,Electronic check,0,6,1,0
CUST101774,32.0,Female,27,82.81,2105.85,Two year,Credit card,0,8,0,0
CUST101775,24.0,Female,5,39.24,208.99,Two year,Mailed check,5,1,1,1
CUST101776,33.0,Female,10,35.76,360.63,One year,Electronic check,0,2,0,0
CUST101777,41.0,Male,2,30.9,55.86,One year,Electronic check,0,2,0,0
CUST101778,36.0,Male,8,94.31,704.71,Month-to-month,Mailed check,1,8,0,0
CUST101779,32.0,Male,35,53.5,1988.32,One year,Electronic check,2,4,1,0
CUST101780,22.0,Female,52,28.86,1420.61,Two year,Mailed check,0,2,0,1
CUST101781,41.0,Female,6,53.76,317.38,One year,Mailed check,0,4,1,0
CUST101782,21.0,Male,15,79.66,1209.52,Two year,Credit card,1,8,1,0
CUST101783,53.0,Male,15,26.09,366.68,Two year,Mailed check,4,3,0,0
CUST101784,43.0,Male,50,89.49,4132.18,One year,Credit card,1,8,0,0
CUST101785,,Male,35,50.76,1721.19,Month-to-month,Electronic check,2,3,2,0
CUST101786,38.0,Female,17,80.7,1239.81,Two year,Bank transfer,1,6,0,1
CUST101787,31.0,Female,27,69.38,1725.37,Two year,Electronic check,1,6,2,1
CUST101788,46.0,Male,45,24.01,935.15,One year,Bank transfer,2,1,0,0
CUST101789,,Female,0,88.68,88.68,One year,Credit card,0,8,1,0
CUST101790,18.0,Male,12,40.8,455.41,One year,Credit card,1,2,1,0
CUST101791,44.0,Female,57,87.11,5414.42,One year,Bank transfer,2,7,1,0
CUST101792,40.0,Male,32,65.64,2095.09,Two year,Mailed check,2,6,1,0
CUST101793,51.0,Male,19,80.68,1604.73,Two year,Credit card,2,8,2,0
CUST101794,45.0,Male,18,20.28,314.43,One year,Credit card,2,1,1,0
CUST101795,31.0,Female,10,62.3,546.14,Month-to-month,Credit card,0,5,0,0
CUST101796,38.0,Female,18,53.61,1016.74,Month-to-month,Mailed check,0,6,2,1
CUST101797,31.0,Female,26,32.21,842.39,Two year,Credit card,4,1,1,0
CUST101798,57.0,Male,13,54.7,638.39,One year,Electronic check,0,4,0,0
CUST101799,42.0,Male,30,54.68,1560.35,Two year,Electronic check,3,4,1,0
CUST101800,69.0,Male,47,27.11,1254.63,Two year,Electronic check,2,1,1,0
CUST101801,41.0,Female,4,54.26,230.26,One year,Electronic check,2,3,0,1
CUST101802,32.0,Male,14,64.98,787.0,One year,Bank transfer,1,5,0,0
CUST101803,21.0,Female,13,21.14,274.59,Two year,Credit card,0,1,1,0
CUST101804,18.0,Female,28,61.29,1766.33,One year,Credit card,0,6,0,0
CUST101805,20.0,Female,7,34.96,267.84,Month-to-month,Bank transfer,3,3,2,1
CUST101806,46.0,Male,25,30.41,799.62,Month-to-month,Mailed check,2,1,1,1
CUST101807,49.0,Male,50,26.0,1194.77,One year,Bank transfer,1,2,0,0
CUST101808,20.0,Male,13,74.67,997.3,Two year,Mailed check,3,6,1,0
CUST101809,55.0,Female,58,76.58,4622.95,Month-to-month,Credit card,2,6,0,0
CUST101810,35.0,Female,72,42.97,3194.19,Month-to-month,,0,4,0,0
CUST101811,44.0,Male,3,32.52,102.93,Two year,Bank transfer,0,2,1,0
CUST101812,65.0,Male,6,34.13,220.33,Month-to-month,Mailed check,3,2,1,1
CUST101813,55.0,Female,72,89.07,5608.89,Two year,Credit card,0,8,0,0
CUST101814,38.0,Female,72,94.87,5984.95,One year,Electronic check,3,8,1,0
CUST101815,30.0,Male,2,52.52,110.2,Month-to-month,Mailed check,3,6,0,0
CUST101816,18.0,Female,0,55.45,55.45,Two year,Credit card,1,5,2,0
CUST101817,32.0,Male,4,71.87,248.57,Month-to-month,Mailed check,2,7,0,1
CUST101818,39.0,Male,72,70.79,4843.6,One year,Credit card,3,8,0,0
CUST101819,28.0,Female,5,38.12,201.08,Month-to-month,Electronic check,1,3,1,0
CUST101820,40.0,Female,17,53.42,800.65,Month-to-month,Mailed check,2,4,0,1
CUST101821,43.0,Female,45,31.77,1455.33,Month-to-month,Credit card,3,2,0,0
CUST101822,39.0,Male,0,37.64,37.64,Month-to-month,Mailed check,2,4,0,1
CUST101823,33.0,Female,22,88.99,1717.82,Month-to-month,Mailed check,1,6,0,1
CUST101824,44.0,Male,8,44.13,331.05,One year,Electronic check,0,3,0,0
CUST101825,48.0,Male,48,26.89,1124.09,One year,Electronic check,3,1,2,0
CUST101826,,Female,8,25.22,214.16,Month-to-month,Bank transfer,1,2,1,0
CUST101827,62.0,Male,28,44.09,1316.02,One year,Electronic check,1,3,0,0
CUST101828,41.0,Female,27,72.69,2038.96,Two year,Credit card,1,7,0,0
CUST101829,42.0,Female,6,34.89,190.63,Two year,Credit card,2,4,0,0
CUST101830,52.0,Male,1,57.44,56.34,One year,Electronic check,0,6,1,0
CUST101831,45.0,Male,13,48.36,563.33,Two year,Bank transfer,2,3,4,0
CUST101832,55.0,Male,8,41.55,305.91,Month-to-month,Bank transfer,0,1,0,0
CUST101833,46.0,Male,40,84.94,3326.25,One year,Electronic check,1,8,0,0
CUST101834,33.0,Female,39,90.82,3661.53,Two year,Electronic check,0,8,1,0
CUST101835,47.0,Female,15,40.75,534.03,Two year,Mailed check,1,3,0,0
CUST101836,26.0,Male,22,65.31,1327.87,One year,Bank transfer,0,6,2,0
CUST101837,44.0,Male,22,58.73,1397.56,One year,Bank transfer,4,4,0,0
CUST101838,42.0,Female,42,47.3,1901.73,Two year,Mailed check,0,2,1,0
CUST101839,39.0,Female,13,84.41,1190.29,Two year,Bank transfer,1,7,0,0
CUST101840,40.0,Male,8,65.47,575.01,Month-to-month,Bank transfer,0,7,2,1
CUST101841,18.0,Male,7,33.46,229.93,One year,Bank transfer,1,2,1,0
CUST101842,34.0,Female,18,60.22,999.42,One year,Credit card,4,5,1,0
CUST101843,43.0,Male,14,47.92,702.88,Month-to-month,Electronic check,2,4,0,0
CUST101844,44.0,Male,14,77.1,960.48,One year,Credit card,0,7,0,0
CUST101845,28.0,Female,2,64.56,117.89,Month-to-month,Bank transfer,2,5,1,1
CUST101846,60.0,Female,30,66.02,2072.14,Month-to-month,Credit card,0,5,0,0
CUST101847,30.0,Female,6,79.49,457.1,One year,Mailed check,0,6,0,1
CUST101848,56.0,Female,5,63.36,,Month-to-month,Electronic check,1,6,0,1
CUST101849,48.0,Female,13,55.09,725.32,One year,Mailed check,2,6,1,0
CUST101850,33.0,Male,6,28.87,178.97,Month-to-month,Mailed check,2,1,1,1
CUST101851,67.0,Male,21,65.07,1204.23,Month-to-month,Bank transfer,2,4,1,1
CUST101852,25.0,Male,11,30.18,305.17,One year,Mailed check,0,2,0,0
CUST101853,55.0,Male,14,55.49,703.31,Two year,Credit card,0,4,1,0
CUST101854,56.0,Female,18,71.57,1217.36,Two year,Bank transfer,1,6,2,0
CUST101855,33.0,Female,5,27.53,143.27,Two year,Bank transfer,2,1,1,0
CUST101856,61.0,Female,4,50.06,205.93,Month-to-month,Electronic check,1,4,0,1
CUST101857,38.0,Female,51,42.61,2207.08,One year,Credit card,3,4,0,0
CUST101858,46.0,Male,14,39.75,473.9,Two year,Credit card,0,5,2,0
CUST101859,46.0,Male,13,41.11,473.26,Two year,Credit card,2,4,0,0
CUST101860,40.0,Female,1,54.88,49.71,Month-to-month,Electronic check,0,5,0,1
CUST101861,53.0,Female,17,66.78,1042.16,Two year,Mailed check,1,5,0,0
CUST101862,53.0,Female,19,41.17,,Two year,Electronic check,2,3,0,0
CUST101863,18.0,Female,20,61.85,1178.34,One year,Mailed check,1,6,2,0
CUST101864,60.0,Female,29,66.87,1684.79,One year,Electronic check,2,7,1,0
CUST101865,19.0,Female,5,31.25,162.11,One year,Bank transfer,1,1,1,1
CUST101866,56.0,Male,7,68.87,504.71,One year,Bank transfer,3,5,0,1
CUST101867,58.0,Female,40,58.51,2325.34,Month-to-month,Mailed check,1,4,0,0
CUST101868,27.0,Female,71,62.85,3893.07,One year,Mailed check,1,5,2,0
CUST101869,36.0,Male,4,46.2,198.2,Month-to-month,Credit card,1,5,1,1
CUST101870,27.0,Female,17,55.19,1023.99,Month-to-month,Electronic check,1,5,2,1
CUST101871,39.0,Male,6,49.58,267.91,Two year,Credit card,1,2,2,0
CUST101872,38.0,Female,1,82.98,85.15,Month-to-month,Electronic check,1,7,0,1
CUST101873,53.0,Male,9,61.7,588.89,Month-to-month,Electronic check,5,7,1,1
CUST101874,60.0,Female,4,33.56,132.22,Month-to-month,Electronic check,1,2,0,0
CUST101875,62.0,Male,30,36.9,1030.43,Two year,Bank transfer,4,2,1,0
CUST101876,34.0,Female,18,27.9,486.95,One year,Mailed check,3,2,0,1
CUST101877,39.0,Male,4,55.53,217.25,Month-to-month,Credit card,0,7,0,0
CUST101878,18.0,Male,0,42.79,42.79,Month-to-month,Mailed check,0,3,0,1
CUST101879,31.0,Male,40,51.7,2238.53,Month-to-month,Electronic check,1,5,0,0
CUST101880,56.0,Female,5,35.73,185.08,Month-to-month,Bank transfer,1,3,0,1
CUST101881,65.0,Male,22,47.16,944.48,One year,Electronic check,2,4,0,0
CUST101882,25.0,Male,10,72.93,726.67,Two year,Credit card,2,7,0,0
